,DATUM,JAHR,MONAT,KW,TAG,WOCHENTAG,START,ENDE,P1_START,P1_ENDE,P2_START,P2_ENDE,P3_START,P3_ENDE,ARBEITSZEIT_MIN,FEIERTAG,AENDERUNG_DATUM,AENDERUNG_USER
2475,2020-09-22 00:00:00,2020,9,39,22,2,2020-09-22 06:00:00,2020-09-22 22:30:00,2020-09-22 09:00:00,2020-09-22 11:00:00,2020-09-22 16:30:00,2020-09-22 18:30:00,2020-09-22 00:00:00,2020-09-22 00:00:00,750,0,2020-08-20 12:52:51,PP
2476,2020-09-23 00:00:00,2020,9,39,23,3,2020-09-23 06:00:00,2020-09-23 22:30:00,2020-09-23 09:00:00,2020-09-23 11:00:00,2020-09-23 16:30:00,2020-09-23 18:30:00,2020-09-23 00:00:00,2020-09-23 00:00:00,750,0,2020-08-20 12:52:51,PP
2477,2020-09-24 00:00:00,2020,9,39,24,4,2020-09-24 06:00:00,2020-09-24 22:30:00,2020-09-24 09:00:00,2020-09-24 11:00:00,2020-09-24 16:30:00,2020-09-24 18:30:00,2020-09-24 00:00:00,2020-09-24 00:00:00,750,0,2020-08-20 12:52:51,PP
2478,2020-09-25 00:00:00,2020,9,39,25,5,2020-09-25 06:00:00,2020-09-25 20:00:00,2020-09-25 09:00:00,2020-09-25 11:00:00,2020-09-25 16:30:00,2020-09-25 18:30:00,2020-09-25 00:00:00,2020-09-25 00:00:00,600,0,2020-08-20 12:52:51,PP
2479,2020-09-26 00:00:00,2020,9,39,26,6,2020-09-26 00:00:00,2020-09-26 00:00:00,2020-09-26 00:00:00,2020-09-26 00:00:00,2020-09-26 00:00:00,2020-09-26 00:00:00,2020-09-26 00:00:00,2020-09-26 00:00:00,0,0,2020-03-02 08:23:54,PP
2480,2020-09-27 00:00:00,2020,9,39,27,7,2020-09-27 00:00:00,2020-09-27 00:00:00,2020-09-27 00:00:00,2020-09-27 00:00:00,2020-09-27 00:00:00,2020-09-27 00:00:00,2020-09-27 00:00:00,2020-09-27 00:00:00,0,0,2020-03-02 08:23:54,PP
2481,2020-09-28 00:00:00,2020,9,40,28,1,2020-09-28 06:00:00,2020-09-28 22:30:00,2020-09-28 09:00:00,2020-09-28 11:00:00,2020-09-28 16:30:00,2020-09-28 18:30:00,2020-09-28 00:00:00,2020-09-28 00:00:00,750,0,2020-08-20 12:52:51,PP
2482,2020-09-29 00:00:00,2020,9,40,29,2,2020-09-29 06:00:00,2020-09-29 22:30:00,2020-09-29 09:00:00,2020-09-29 11:00:00,2020-09-29 16:30:00,2020-09-29 18:30:00,2020-09-29 00:00:00,2020-09-29 00:00:00,750,0,2020-08-20 12:52:51,PP
2483,2020-09-30 00:00:00,2020,9,40,30,3,2020-09-30 06:00:00,2020-09-30 22:30:00,2020-09-30 09:00:00,2020-09-30 11:00:00,2020-09-30 16:30:00,2020-09-30 18:30:00,2020-09-30 00:00:00,2020-09-30 00:00:00,750,0,2020-08-20 12:52:51,PP
2484,2020-10-01 00:00:00,2020,10,40,1,4,2020-10-01 06:00:00,2020-10-01 22:30:00,2020-10-01 09:00:00,2020-10-01 11:00:00,2020-10-01 16:30:00,2020-10-01 18:30:00,2020-10-01 00:00:00,2020-10-01 00:00:00,750,0,2020-08-20 12:52:51,PP
2485,2020-10-02 00:00:00,2020,10,40,2,5,2020-10-02 06:00:00,2020-10-02 20:00:00,2020-10-02 09:00:00,2020-10-02 11:00:00,2020-10-02 16:30:00,2020-10-02 18:30:00,2020-10-02 00:00:00,2020-10-02 00:00:00,600,0,2020-08-20 12:52:51,PP
2486,2020-10-03 00:00:00,2020,10,40,3,6,2020-10-03 00:00:00,2020-10-03 00:00:00,2020-10-03 00:00:00,2020-10-03 00:00:00,2020-10-03 00:00:00,2020-10-03 00:00:00,2020-10-03 00:00:00,2020-10-03 00:00:00,0,0,2020-03-02 08:23:54,PP
2487,2020-10-04 00:00:00,2020,10,40,4,7,2020-10-04 00:00:00,2020-10-04 00:00:00,2020-10-04 00:00:00,2020-10-04 00:00:00,2020-10-04 00:00:00,2020-10-04 00:00:00,2020-10-04 00:00:00,2020-10-04 00:00:00,0,0,2020-03-02 08:23:54,PP
2488,2020-10-05 00:00:00,2020,10,41,5,1,2020-10-05 06:00:00,2020-10-05 22:30:00,2020-10-05 09:00:00,2020-10-05 11:00:00,2020-10-05 16:30:00,2020-10-05 18:30:00,2020-10-05 00:00:00,2020-10-05 00:00:00,750,0,2020-08-20 12:52:51,PP
2489,2020-10-06 00:00:00,2020,10,41,6,2,2020-10-06 06:00:00,2020-10-06 22:30:00,2020-10-06 09:00:00,2020-10-06 11:00:00,2020-10-06 16:30:00,2020-10-06 18:30:00,2020-10-06 00:00:00,2020-10-06 00:00:00,750,0,2020-08-20 12:52:51,PP
2490,2020-10-07 00:00:00,2020,10,41,7,3,2020-10-07 06:00:00,2020-10-07 22:30:00,2020-10-07 09:00:00,2020-10-07 11:00:00,2020-10-07 16:30:00,2020-10-07 18:30:00,2020-10-07 00:00:00,2020-10-07 00:00:00,750,0,2020-08-20 12:52:51,PP
2491,2020-10-08 00:00:00,2020,10,41,8,4,2020-10-08 06:00:00,2020-10-08 22:30:00,2020-10-08 09:00:00,2020-10-08 11:00:00,2020-10-08 16:30:00,2020-10-08 18:30:00,2020-10-08 00:00:00,2020-10-08 00:00:00,750,0,2020-08-20 12:52:51,PP
2492,2020-10-09 00:00:00,2020,10,41,9,5,2020-10-09 06:00:00,2020-10-09 20:00:00,2020-10-09 09:00:00,2020-10-09 11:00:00,2020-10-09 16:30:00,2020-10-09 18:30:00,2020-10-09 00:00:00,2020-10-09 00:00:00,600,0,2020-08-20 12:52:51,PP
2493,2020-10-10 00:00:00,2020,10,41,10,6,2020-10-10 00:00:00,2020-10-10 00:00:00,2020-10-10 00:00:00,2020-10-10 00:00:00,2020-10-10 00:00:00,2020-10-10 00:00:00,2020-10-10 00:00:00,2020-10-10 00:00:00,0,0,2020-03-02 08:23:54,PP
2494,2020-10-11 00:00:00,2020,10,41,11,7,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-11 00:00:00,0,0,2020-03-02 08:23:54,PP
2495,2020-10-12 00:00:00,2020,10,42,12,1,2020-10-12 06:00:00,2020-10-12 22:30:00,2020-10-12 09:00:00,2020-10-12 11:00:00,2020-10-12 16:30:00,2020-10-12 18:30:00,2020-10-12 00:00:00,2020-10-12 00:00:00,750,0,2020-08-20 12:52:51,PP
2496,2020-10-13 00:00:00,2020,10,42,13,2,2020-10-13 06:00:00,2020-10-13 22:30:00,2020-10-13 09:00:00,2020-10-13 11:00:00,2020-10-13 16:30:00,2020-10-13 18:30:00,2020-10-13 00:00:00,2020-10-13 00:00:00,750,0,2020-08-20 12:52:51,PP
2497,2020-10-14 00:00:00,2020,10,42,14,3,2020-10-14 06:00:00,2020-10-14 22:30:00,2020-10-14 09:00:00,2020-10-14 11:00:00,2020-10-14 16:30:00,2020-10-14 18:30:00,2020-10-14 00:00:00,2020-10-14 00:00:00,750,0,2020-08-20 12:52:51,PP
2498,2020-10-15 00:00:00,2020,10,42,15,4,2020-10-15 06:00:00,2020-10-15 22:30:00,2020-10-15 09:00:00,2020-10-15 11:00:00,2020-10-15 16:30:00,2020-10-15 18:30:00,2020-10-15 00:00:00,2020-10-15 00:00:00,750,0,2020-08-20 12:52:51,PP
2499,2020-10-16 00:00:00,2020,10,42,16,5,2020-10-16 06:00:00,2020-10-16 20:00:00,2020-10-16 09:00:00,2020-10-16 11:00:00,2020-10-16 16:30:00,2020-10-16 18:30:00,2020-10-16 00:00:00,2020-10-16 00:00:00,600,0,2020-08-20 12:52:51,PP
2500,2020-10-17 00:00:00,2020,10,42,17,6,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-17 00:00:00,0,0,2020-03-02 08:23:54,PP
2501,2020-10-18 00:00:00,2020,10,42,18,7,2020-10-18 00:00:00,2020-10-18 00:00:00,2020-10-18 00:00:00,2020-10-18 00:00:00,2020-10-18 00:00:00,2020-10-18 00:00:00,2020-10-18 00:00:00,2020-10-18 00:00:00,0,0,2020-03-02 08:23:54,PP
2502,2020-10-19 00:00:00,2020,10,43,19,1,2020-10-19 06:00:00,2020-10-19 22:30:00,2020-10-19 09:00:00,2020-10-19 11:00:00,2020-10-19 16:30:00,2020-10-19 18:30:00,2020-10-19 00:00:00,2020-10-19 00:00:00,750,0,2020-08-20 12:52:51,PP
2503,2020-10-20 00:00:00,2020,10,43,20,2,2020-10-20 06:00:00,2020-10-20 22:30:00,2020-10-20 09:00:00,2020-10-20 11:00:00,2020-10-20 16:30:00,2020-10-20 18:30:00,2020-10-20 00:00:00,2020-10-20 00:00:00,750,0,2020-08-20 12:52:51,PP
2504,2020-10-21 00:00:00,2020,10,43,21,3,2020-10-21 06:00:00,2020-10-21 22:30:00,2020-10-21 09:00:00,2020-10-21 11:00:00,2020-10-21 16:30:00,2020-10-21 18:30:00,2020-10-21 00:00:00,2020-10-21 00:00:00,750,0,2020-08-20 12:52:51,PP
2505,2020-10-22 00:00:00,2020,10,43,22,4,2020-10-22 06:00:00,2020-10-22 22:30:00,2020-10-22 09:00:00,2020-10-22 11:00:00,2020-10-22 16:30:00,2020-10-22 18:30:00,2020-10-22 00:00:00,2020-10-22 00:00:00,750,0,2020-08-20 12:52:51,PP
2506,2020-10-23 00:00:00,2020,10,43,23,5,2020-10-23 06:00:00,2020-10-23 20:00:00,2020-10-23 09:00:00,2020-10-23 11:00:00,2020-10-23 16:30:00,2020-10-23 18:30:00,2020-10-23 00:00:00,2020-10-23 00:00:00,600,0,2020-08-20 12:52:51,PP
2507,2020-10-24 00:00:00,2020,10,43,24,6,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-10-24 00:00:00,0,0,2020-03-02 08:23:54,PP
2508,2020-10-25 00:00:00,2020,10,43,25,7,2020-10-25 00:00:00,2020-10-25 00:00:00,2020-10-25 00:00:00,2020-10-25 00:00:00,2020-10-25 00:00:00,2020-10-25 00:00:00,2020-10-25 00:00:00,2020-10-25 00:00:00,0,0,2020-03-02 08:23:54,PP
2509,2020-10-26 00:00:00,2020,10,44,26,1,2020-10-26 06:00:00,2020-10-26 22:30:00,2020-10-26 09:00:00,2020-10-26 11:00:00,2020-10-26 16:30:00,2020-10-26 18:30:00,2020-10-26 00:00:00,2020-10-26 00:00:00,750,0,2020-08-20 12:52:51,PP
2510,2020-10-27 00:00:00,2020,10,44,27,2,2020-10-27 06:00:00,2020-10-27 22:30:00,2020-10-27 09:00:00,2020-10-27 11:00:00,2020-10-27 16:30:00,2020-10-27 18:30:00,2020-10-27 00:00:00,2020-10-27 00:00:00,750,0,2020-08-20 12:52:51,PP
2511,2020-10-28 00:00:00,2020,10,44,28,3,2020-10-28 06:00:00,2020-10-28 22:30:00,2020-10-28 09:00:00,2020-10-28 11:00:00,2020-10-28 16:30:00,2020-10-28 18:30:00,2020-10-28 00:00:00,2020-10-28 00:00:00,750,0,2020-08-20 12:52:51,PP
2512,2020-10-29 00:00:00,2020,10,44,29,4,2020-10-29 06:00:00,2020-10-29 22:30:00,2020-10-29 09:00:00,2020-10-29 11:00:00,2020-10-29 16:30:00,2020-10-29 18:30:00,2020-10-29 00:00:00,2020-10-29 00:00:00,750,0,2020-08-20 12:52:51,PP
2513,2020-10-30 00:00:00,2020,10,44,30,5,2020-10-30 06:00:00,2020-10-30 20:00:00,2020-10-30 09:00:00,2020-10-30 11:00:00,2020-10-30 16:30:00,2020-10-30 18:30:00,2020-10-30 00:00:00,2020-10-30 00:00:00,600,0,2020-08-20 12:52:51,PP
2514,2020-10-31 00:00:00,2020,10,44,31,6,2020-10-31 00:00:00,2020-10-31 00:00:00,2020-10-31 00:00:00,2020-10-31 00:00:00,2020-10-31 00:00:00,2020-10-31 00:00:00,2020-10-31 00:00:00,2020-10-31 00:00:00,0,0,2020-03-02 08:23:54,PP
2515,2020-11-01 00:00:00,2020,11,44,1,7,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,0,0,2020-03-02 08:23:54,PP
2516,2020-11-02 00:00:00,2020,11,45,2,1,2020-11-02 06:00:00,2020-11-02 22:30:00,2020-11-02 09:00:00,2020-11-02 11:00:00,2020-11-02 16:30:00,2020-11-02 18:30:00,2020-11-02 00:00:00,2020-11-02 00:00:00,750,0,2020-08-20 12:52:51,PP
2517,2020-11-03 00:00:00,2020,11,45,3,2,2020-11-03 06:00:00,2020-11-03 22:30:00,2020-11-03 09:00:00,2020-11-03 11:00:00,2020-11-03 16:30:00,2020-11-03 18:30:00,2020-11-03 00:00:00,2020-11-03 00:00:00,750,0,2020-08-20 12:52:51,PP
2518,2020-11-04 00:00:00,2020,11,45,4,3,2020-11-04 06:00:00,2020-11-04 22:30:00,2020-11-04 09:00:00,2020-11-04 11:00:00,2020-11-04 16:30:00,2020-11-04 18:30:00,2020-11-04 00:00:00,2020-11-04 00:00:00,750,0,2020-08-20 12:52:51,PP
2519,2020-11-05 00:00:00,2020,11,45,5,4,2020-11-05 06:00:00,2020-11-05 22:30:00,2020-11-05 09:00:00,2020-11-05 11:00:00,2020-11-05 16:30:00,2020-11-05 18:30:00,2020-11-05 00:00:00,2020-11-05 00:00:00,750,0,2020-08-20 12:52:51,PP
2520,2020-11-06 00:00:00,2020,11,45,6,5,2020-11-06 06:00:00,2020-11-06 20:00:00,2020-11-06 09:00:00,2020-11-06 11:00:00,2020-11-06 16:30:00,2020-11-06 18:30:00,2020-11-06 00:00:00,2020-11-06 00:00:00,600,0,2020-08-20 12:52:51,PP
2521,2020-11-07 00:00:00,2020,11,45,7,6,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-07 00:00:00,0,0,2020-03-02 08:23:54,PP
2522,2020-11-08 00:00:00,2020,11,45,8,7,2020-11-08 00:00:00,2020-11-08 00:00:00,2020-11-08 00:00:00,2020-11-08 00:00:00,2020-11-08 00:00:00,2020-11-08 00:00:00,2020-11-08 00:00:00,2020-11-08 00:00:00,0,0,2020-03-02 08:23:54,PP
2523,2020-11-09 00:00:00,2020,11,46,9,1,2020-11-09 06:00:00,2020-11-09 22:30:00,2020-11-09 09:00:00,2020-11-09 11:00:00,2020-11-09 16:30:00,2020-11-09 18:30:00,2020-11-09 00:00:00,2020-11-09 00:00:00,750,0,2020-08-20 12:52:51,PP
2524,2020-11-10 00:00:00,2020,11,46,10,2,2020-11-10 06:00:00,2020-11-10 22:30:00,2020-11-10 09:00:00,2020-11-10 11:00:00,2020-11-10 16:30:00,2020-11-10 18:30:00,2020-11-10 00:00:00,2020-11-10 00:00:00,750,0,2020-08-20 12:52:51,PP
2525,2020-11-11 00:00:00,2020,11,46,11,3,2020-11-11 06:00:00,2020-11-11 22:30:00,2020-11-11 09:00:00,2020-11-11 11:00:00,2020-11-11 16:30:00,2020-11-11 18:30:00,2020-11-11 00:00:00,2020-11-11 00:00:00,750,0,2020-08-20 12:52:51,PP
2526,2020-11-12 00:00:00,2020,11,46,12,4,2020-11-12 06:00:00,2020-11-12 22:30:00,2020-11-12 09:00:00,2020-11-12 11:00:00,2020-11-12 16:30:00,2020-11-12 18:30:00,2020-11-12 00:00:00,2020-11-12 00:00:00,750,0,2020-08-20 12:52:51,PP
2527,2020-11-13 00:00:00,2020,11,46,13,5,2020-11-13 06:00:00,2020-11-13 20:00:00,2020-11-13 09:00:00,2020-11-13 11:00:00,2020-11-13 16:30:00,2020-11-13 18:30:00,2020-11-13 00:00:00,2020-11-13 00:00:00,600,0,2020-08-20 12:52:51,PP
2528,2020-11-14 00:00:00,2020,11,46,14,6,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-14 00:00:00,0,0,2020-03-02 08:23:54,PP
2529,2020-11-15 00:00:00,2020,11,46,15,7,2020-11-15 00:00:00,2020-11-15 00:00:00,2020-11-15 00:00:00,2020-11-15 00:00:00,2020-11-15 00:00:00,2020-11-15 00:00:00,2020-11-15 00:00:00,2020-11-15 00:00:00,0,0,2020-03-02 08:23:54,PP
2530,2020-11-16 00:00:00,2020,11,47,16,1,2020-11-16 06:00:00,2020-11-16 22:30:00,2020-11-16 09:00:00,2020-11-16 11:00:00,2020-11-16 16:30:00,2020-11-16 18:30:00,2020-11-16 00:00:00,2020-11-16 00:00:00,750,0,2020-08-20 12:52:51,PP
2531,2020-11-17 00:00:00,2020,11,47,17,2,2020-11-17 06:00:00,2020-11-17 22:30:00,2020-11-17 09:00:00,2020-11-17 11:00:00,2020-11-17 16:30:00,2020-11-17 18:30:00,2020-11-17 00:00:00,2020-11-17 00:00:00,750,0,2020-08-20 12:52:51,PP
2532,2020-11-18 00:00:00,2020,11,47,18,3,2020-11-18 06:00:00,2020-11-18 22:30:00,2020-11-18 09:00:00,2020-11-18 11:00:00,2020-11-18 16:30:00,2020-11-18 18:30:00,2020-11-18 00:00:00,2020-11-18 00:00:00,750,0,2020-08-20 12:52:51,PP
2533,2020-11-19 00:00:00,2020,11,47,19,4,2020-11-19 06:00:00,2020-11-19 22:30:00,2020-11-19 09:00:00,2020-11-19 11:00:00,2020-11-19 16:30:00,2020-11-19 18:30:00,2020-11-19 00:00:00,2020-11-19 00:00:00,750,0,2020-08-20 12:52:51,PP
2534,2020-11-20 00:00:00,2020,11,47,20,5,2020-11-20 06:00:00,2020-11-20 20:00:00,2020-11-20 09:00:00,2020-11-20 11:00:00,2020-11-20 16:30:00,2020-11-20 18:30:00,2020-11-20 00:00:00,2020-11-20 00:00:00,600,0,2020-08-20 12:52:51,PP
2535,2020-11-21 00:00:00,2020,11,47,21,6,2020-11-21 00:00:00,2020-11-21 00:00:00,2020-11-21 00:00:00,2020-11-21 00:00:00,2020-11-21 00:00:00,2020-11-21 00:00:00,2020-11-21 00:00:00,2020-11-21 00:00:00,0,0,2020-03-02 08:23:54,PP
2536,2020-11-22 00:00:00,2020,11,47,22,7,2020-11-22 00:00:00,2020-11-22 00:00:00,2020-11-22 00:00:00,2020-11-22 00:00:00,2020-11-22 00:00:00,2020-11-22 00:00:00,2020-11-22 00:00:00,2020-11-22 00:00:00,0,0,2020-03-02 08:23:54,PP
2537,2020-11-23 00:00:00,2020,11,48,23,1,2020-11-23 06:00:00,2020-11-23 22:30:00,2020-11-23 09:00:00,2020-11-23 11:00:00,2020-11-23 16:30:00,2020-11-23 18:30:00,2020-11-23 00:00:00,2020-11-23 00:00:00,750,0,2020-08-20 12:52:51,PP
2538,2020-11-24 00:00:00,2020,11,48,24,2,2020-11-24 06:00:00,2020-11-24 22:30:00,2020-11-24 09:00:00,2020-11-24 11:00:00,2020-11-24 16:30:00,2020-11-24 18:30:00,2020-11-24 00:00:00,2020-11-24 00:00:00,750,0,2020-08-20 12:52:51,PP
2539,2020-11-25 00:00:00,2020,11,48,25,3,2020-11-25 06:00:00,2020-11-25 22:30:00,2020-11-25 09:00:00,2020-11-25 11:00:00,2020-11-25 16:30:00,2020-11-25 18:30:00,2020-11-25 00:00:00,2020-11-25 00:00:00,750,0,2020-08-20 12:52:51,PP
2540,2020-11-26 00:00:00,2020,11,48,26,4,2020-11-26 06:00:00,2020-11-26 22:30:00,2020-11-26 09:00:00,2020-11-26 11:00:00,2020-11-26 16:30:00,2020-11-26 18:30:00,2020-11-26 00:00:00,2020-11-26 00:00:00,750,0,2020-08-20 12:52:51,PP
2541,2020-11-27 00:00:00,2020,11,48,27,5,2020-11-27 06:00:00,2020-11-27 20:00:00,2020-11-27 09:00:00,2020-11-27 11:00:00,2020-11-27 16:30:00,2020-11-27 18:30:00,2020-11-27 00:00:00,2020-11-27 00:00:00,600,0,2020-08-20 12:52:51,PP
2542,2020-11-28 00:00:00,2020,11,48,28,6,2020-11-28 00:00:00,2020-11-28 00:00:00,2020-11-28 00:00:00,2020-11-28 00:00:00,2020-11-28 00:00:00,2020-11-28 00:00:00,2020-11-28 00:00:00,2020-11-28 00:00:00,0,0,2020-03-02 08:23:54,PP
2543,2020-11-29 00:00:00,2020,11,48,29,7,2020-11-29 00:00:00,2020-11-29 00:00:00,2020-11-29 00:00:00,2020-11-29 00:00:00,2020-11-29 00:00:00,2020-11-29 00:00:00,2020-11-29 00:00:00,2020-11-29 00:00:00,0,0,2020-03-02 08:23:54,PP
2544,2020-11-30 00:00:00,2020,11,49,30,1,2020-11-30 06:00:00,2020-11-30 22:30:00,2020-11-30 09:00:00,2020-11-30 11:00:00,2020-11-30 16:30:00,2020-11-30 18:30:00,2020-11-30 00:00:00,2020-11-30 00:00:00,750,0,2020-08-20 12:52:51,PP
2545,2020-12-01 00:00:00,2020,12,49,1,2,2020-12-01 06:00:00,2020-12-01 22:30:00,2020-12-01 09:00:00,2020-12-01 11:00:00,2020-12-01 16:30:00,2020-12-01 18:30:00,2020-12-01 00:00:00,2020-12-01 00:00:00,750,0,2020-08-20 12:52:51,PP
2546,2020-12-02 00:00:00,2020,12,49,2,3,2020-12-02 06:00:00,2020-12-02 22:30:00,2020-12-02 09:00:00,2020-12-02 11:00:00,2020-12-02 16:30:00,2020-12-02 18:30:00,2020-12-02 00:00:00,2020-12-02 00:00:00,750,0,2020-08-20 12:52:51,PP
2547,2020-12-03 00:00:00,2020,12,49,3,4,2020-12-03 06:00:00,2020-12-03 22:30:00,2020-12-03 09:00:00,2020-12-03 11:00:00,2020-12-03 16:30:00,2020-12-03 18:30:00,2020-12-03 00:00:00,2020-12-03 00:00:00,750,0,2020-08-20 12:52:51,PP
2548,2020-12-04 00:00:00,2020,12,49,4,5,2020-12-04 06:00:00,2020-12-04 20:00:00,2020-12-04 09:00:00,2020-12-04 11:00:00,2020-12-04 16:30:00,2020-12-04 18:30:00,2020-12-04 00:00:00,2020-12-04 00:00:00,600,0,2020-08-20 12:52:51,PP
2549,2020-12-05 00:00:00,2020,12,49,5,6,2020-12-05 00:00:00,2020-12-05 00:00:00,2020-12-05 00:00:00,2020-12-05 00:00:00,2020-12-05 00:00:00,2020-12-05 00:00:00,2020-12-05 00:00:00,2020-12-05 00:00:00,0,0,2020-03-02 08:23:54,PP
2550,2020-12-06 00:00:00,2020,12,49,6,7,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,2020-12-06 00:00:00,0,0,2020-03-02 08:23:54,PP
2551,2020-12-07 00:00:00,2020,12,50,7,1,2020-12-07 06:00:00,2020-12-07 22:30:00,2020-12-07 09:00:00,2020-12-07 11:00:00,2020-12-07 16:30:00,2020-12-07 18:30:00,2020-12-07 00:00:00,2020-12-07 00:00:00,750,0,2020-08-20 12:52:51,PP
2552,2020-12-08 00:00:00,2020,12,50,8,2,2020-12-08 06:00:00,2020-12-08 22:30:00,2020-12-08 09:00:00,2020-12-08 11:00:00,2020-12-08 16:30:00,2020-12-08 18:30:00,2020-12-08 00:00:00,2020-12-08 00:00:00,750,0,2020-08-20 12:52:51,PP
2553,2020-12-09 00:00:00,2020,12,50,9,3,2020-12-09 06:00:00,2020-12-09 22:30:00,2020-12-09 09:00:00,2020-12-09 11:00:00,2020-12-09 16:30:00,2020-12-09 18:30:00,2020-12-09 00:00:00,2020-12-09 00:00:00,750,0,2020-08-20 12:52:51,PP
2554,2020-12-10 00:00:00,2020,12,50,10,4,2020-12-10 06:00:00,2020-12-10 22:30:00,2020-12-10 09:00:00,2020-12-10 11:00:00,2020-12-10 16:30:00,2020-12-10 18:30:00,2020-12-10 00:00:00,2020-12-10 00:00:00,750,0,2020-08-20 12:52:51,PP
2555,2020-12-11 00:00:00,2020,12,50,11,5,2020-12-11 06:00:00,2020-12-11 20:00:00,2020-12-11 09:00:00,2020-12-11 11:00:00,2020-12-11 16:30:00,2020-12-11 18:30:00,2020-12-11 00:00:00,2020-12-11 00:00:00,600,0,2020-08-20 12:52:51,PP
2556,2020-12-12 00:00:00,2020,12,50,12,6,2020-12-12 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,0,0,2020-03-02 08:23:54,PP
2557,2020-12-13 00:00:00,2020,12,50,13,7,2020-12-13 00:00:00,2020-12-13 00:00:00,2020-12-13 00:00:00,2020-12-13 00:00:00,2020-12-13 00:00:00,2020-12-13 00:00:00,2020-12-13 00:00:00,2020-12-13 00:00:00,0,0,2020-03-02 08:23:54,PP
2558,2020-12-14 00:00:00,2020,12,51,14,1,2020-12-14 06:00:00,2020-12-14 22:30:00,2020-12-14 09:00:00,2020-12-14 11:00:00,2020-12-14 16:30:00,2020-12-14 18:30:00,2020-12-14 00:00:00,2020-12-14 00:00:00,750,0,2020-08-20 12:52:51,PP
2559,2020-12-15 00:00:00,2020,12,51,15,2,2020-12-15 06:00:00,2020-12-15 22:30:00,2020-12-15 09:00:00,2020-12-15 11:00:00,2020-12-15 16:30:00,2020-12-15 18:30:00,2020-12-15 00:00:00,2020-12-15 00:00:00,750,0,2020-08-20 12:52:51,PP
2560,2020-12-16 00:00:00,2020,12,51,16,3,2020-12-16 06:00:00,2020-12-16 22:30:00,2020-12-16 09:00:00,2020-12-16 11:00:00,2020-12-16 16:30:00,2020-12-16 18:30:00,2020-12-16 00:00:00,2020-12-16 00:00:00,750,0,2020-08-20 12:52:51,PP
2561,2020-12-17 00:00:00,2020,12,51,17,4,2020-12-17 06:00:00,2020-12-17 22:30:00,2020-12-17 09:00:00,2020-12-17 11:00:00,2020-12-17 16:30:00,2020-12-17 18:30:00,2020-12-17 00:00:00,2020-12-17 00:00:00,750,0,2020-08-20 12:52:51,PP
2562,2020-12-18 00:00:00,2020,12,51,18,5,2020-12-18 06:00:00,2020-12-18 20:00:00,2020-12-18 09:00:00,2020-12-18 11:00:00,2020-12-18 16:30:00,2020-12-18 18:30:00,2020-12-18 00:00:00,2020-12-18 00:00:00,600,0,2020-08-20 12:52:51,PP
2563,2020-12-19 00:00:00,2020,12,51,19,6,2020-12-19 00:00:00,2020-12-19 00:00:00,2020-12-19 00:00:00,2020-12-19 00:00:00,2020-12-19 00:00:00,2020-12-19 00:00:00,2020-12-19 00:00:00,2020-12-19 00:00:00,0,0,2020-03-02 08:23:54,PP
2564,2020-12-20 00:00:00,2020,12,51,20,7,2020-12-20 00:00:00,2020-12-20 00:00:00,2020-12-20 00:00:00,2020-12-20 00:00:00,2020-12-20 00:00:00,2020-12-20 00:00:00,2020-12-20 00:00:00,2020-12-20 00:00:00,0,0,2020-03-02 08:23:54,PP
2565,2020-12-21 00:00:00,2020,12,52,21,1,2020-12-21 06:00:00,2020-12-21 22:30:00,2020-12-21 09:00:00,2020-12-21 11:00:00,2020-12-21 16:30:00,2020-12-21 18:30:00,2020-12-21 00:00:00,2020-12-21 00:00:00,750,0,2020-08-20 12:52:51,PP
